title,url,gender,description,top_notes,middle_notes,base_notes,main_accords,gender_ratings,seasonal_ratings,price_ratings,image_url,scrape_duration_seconds,volume
Black Orchid Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Black-Orchid-1018.html,for women,"Black Orchid was created by perfumers of the fragrance company Givaudan in 2006. It was announced as an oriental chypre. The top notes are French jasmine, black truffle, ylang-ylang, black currant, and effervescent citrus. In the floral-spicy heart, dwells Tom Ford's black orchid, more imaginary than real, and the base combines woodsy notes (patchouli and sandalwood), dark chocolate, incense, amber, vetiver, vanilla, and balsam.

Black Orchid is opulent and classically dark; its fragrance is in line with the best creations of the best perfume houses. A luxurious and sensual fragrance with a rich, dark trace of black orchid and spices, it is modern and timeless. It remains to be said that Black Orchid is long lasting and with a widespread aura.

""This is not about an ordinary orchid, it's about something a little more strange and rare. I wanted the blackest orchid, and those aren't easy to find."" The perfume is luxurious and the product range includes Eau de Parfum in 50 ml (at US$90) and 100 ml (at US$135) bottles, and a limited edition of 5,000 15 ml bottles of Parfum at US$600. The distribution is limited.","Truffle, Gardenia, Black Currant, Ylang-Ylang, Jasmine, Bergamot, Mandarin Orange, Amalfi Lemon","Orchid, Spices, Gardenia, Ylang-Ylang, Jasmine, Lotus","Mexican chocolate, Patchouli, Vanille, Incense, Amber, Sandalwood, Vetiver, White Musk","{""warm spicy"": 10.0, ""earthy"": 8.5, ""woody"": 8.4, ""sweet"": 7.6, ""amber"": 6.7, ""patchouli"": 6.4, ""floral"": 6.2, ""chocolate"": 6.2, ""balsamic"": 5.9, ""powdery"": 5.9}","{""female"": 1291, ""more_female"": 1661, ""unisex"": 5103, ""more_male"": 654, ""male"": 480}","{""winter"": 96.95, ""spring"": 24.37, ""summer"": 14.33, ""fall"": 80.78, ""day"": 29.47, ""night"": 100.0}","{""way overpriced"": 951, ""overpriced"": 2212, ""ok"": 3534, ""good value"": 817, ""great value"": 219}",https://fimgs.net/mdimg/perfume/375x500.1018.jpg,36.41,200
Blanche Byredo,https://www.fragrantica.com/perfume/Byredo/Blanche-6686.html,for women,"Blanche is a fragrance by Byredo introduced in 2009. Just like its name suggests, the perfume is dedicated to white colour. It is airy and simple in its structure, but captures thoughts about a certain person who inspired the creator with its innocence.

The perfume opens with white roses, pink pepper and aldehydes. A heart includes violet, neroli and peony. A base is enriched with blond wood, sandalwood and musk. The perfume is available as EDP 100ml.","Aldehydes, Rose, Pink Pepper","Peony, Violet, African Orange Flower","Musk, Sandalwood","{""fresh"": 10.0, ""aldehydic"": 9.5, ""musky"": 7.7, ""powdery"": 7.6, ""floral"": 7.5, ""rose"": 6.5, ""violet"": 5.8, ""woody"": 5.5, ""soapy"": 5.4, ""white floral"": 4.9}","{""female"": 812, ""more_female"": 736, ""unisex"": 1084, ""more_male"": 14, ""male"": 15}","{""winter"": 36.77, ""spring"": 94.47, ""summer"": 82.96, ""fall"": 38.09, ""day"": 100.0, ""night"": 17.32}","{""way overpriced"": 656, ""overpriced"": 957, ""ok"": 559, ""good value"": 92, ""great value"": 32}",https://fimgs.net/mdimg/perfume/375x500.6686.jpg,39.4,100
Bleu de Chanel Chanel,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-9099.html,for men,"Bleu de Chanel by Chanel is a woody aromatic fragrance for men presented on the market in 2010. The nose behind this fragrance is Jacques Polge. The fragrance features labdanum, nutmeg, ginger, sandalwood, patchouli, mint, jasmine, grapefruit, citruses, vetiver, incense, cedar and pink pepper.

After shave lotion with innovative splash formula is also on the market.","Grapefruit, Lemon, Mint, Pink Pepper","Ginger, Nutmeg, Jasmine, Iso E Super","Incense, Vetiver, Cedar, Sandalwood, Patchouli, Labdanum, White Musk","{""citrus"": 10.0, ""fresh spicy"": 8.1, ""woody"": 8.1, ""aromatic"": 7.0, ""amber"": 6.6, ""smoky"": 5.3, ""balsamic"": 5.0, ""warm spicy"": 5.0, ""green"": 5.0, ""fresh"": 4.9}","{""female"": 44, ""more_female"": 13, ""unisex"": 343, ""more_male"": 1469, ""male"": 4360}","{""winter"": 57.61, ""spring"": 97.94, ""summer"": 89.46, ""fall"": 83.58, ""day"": 100.0, ""night"": 87.63}","{""way overpriced"": 726, ""overpriced"": 1979, ""ok"": 2423, ""good value"": 538, ""great value"": 133}",https://fimgs.net/mdimg/perfume/375x500.9099.jpg,35.18,200
Bleu de Chanel Eau de Parfum Chanel,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Eau-de-Parfum-25967.html,for men,"Bleu de Chanel is a sophisticated and contemporary fragrance from Chanel that hit the market in 2010. Chanel introduces its enhanced version, Bleu de Chanel Eau de Parfum, in summer of 2014. The fragrance is dedicated to freedom—endless, deep and boundless.

The woody-aromatic composition created by Jacques Polge follows the original path but goes down into a sensual and oriental amber territory. Wood maintains the freshness of the original in this variant, enriched with depth and velvet amber woods.

The fragrance is available as 50 and 100 ml Eau de Parfum.","Grapefruit, Lemon, Mint, Bergamot, Pink Pepper, Aldehydes, Coriander","Ginger, Nutmeg, Jasmine, Melon","Incense, Amber, Cedar, Sandalwood, Patchouli, Amberwood, Labdanum","{""citrus"": 10.0, ""amber"": 9.2, ""woody"": 7.5, ""fresh spicy"": 7.1, ""aromatic"": 6.2, ""warm spicy"": 5.3, ""smoky"": 5.1, ""fresh"": 5.0, ""balsamic"": 5.0, ""powdery"": 4.5}","{""female"": 61, ""more_female"": 28, ""unisex"": 475, ""more_male"": 2525, ""male"": 6741}","{""winter"": 76.11, ""spring"": 100.0, ""summer"": 94.96, ""fall"": 93.23, ""day"": 97.89, ""night"": 91.42}","{""way overpriced"": 805, ""overpriced"": 3120, ""ok"": 4144, ""good value"": 997, ""great value"": 213}",https://fimgs.net/mdimg/perfume/375x500.25967.jpg,38.77,50
Bleu de Chanel Parfum Chanel,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Parfum-49912.html,for men,"BLEU DE CHANEL represents the colour of freedom.  A fragrance unveiling three nuances of its temperament in three interpretations: Eau de Toilette from 2010, Eau de Parfum from 2014 and Parfum from 2018.

""The most intense of the BLEU DE CHANEL fragrances. Powerful and refined, BLEU DE CHANEL Parfum for men reveals the essence of determination.An aromatic freshness opens, lingering on the warm, addictive fullness of Cedar and Sandalwood from New Caledonia that sweeps throughout the intense, woody fragrance.""

It is available in bottles of 50 and 100 ml.","Lemon Zest, Bergamot, Mint, Artemisia","Lavender, Pineapple, Geranium","Sandalwood, Cedar, Amberwood, Iso E Super, Tonka Bean","{""woody"": 10.0, ""citrus"": 7.1, ""aromatic"": 6.3, ""amber"": 5.8, ""fresh spicy"": 5.6, ""powdery"": 4.9, ""warm spicy"": 4.8, ""lavender"": 4.7, ""green"": 4.6}","{""female"": 38, ""more_female"": 11, ""unisex"": 244, ""more_male"": 1200, ""male"": 3626}","{""winter"": 89.33, ""spring"": 100.0, ""summer"": 85.96, ""fall"": 99.66, ""day"": 95.68, ""night"": 98.75}","{""way overpriced"": 597, ""overpriced"": 1888, ""ok"": 1908, ""good value"": 391, ""great value"": 100}",https://fimgs.net/mdimg/perfume/375x500.49912.jpg,35.52,200
Blonde Amber Clive Christian,https://www.fragrantica.com/perfume/Clive-Christian/Blonde-Amber-73595.html,unisex,"""A deep and smokey amber perfume with floral flourishes, inspired by this key design material of the era. A warm amber, spiced with aromatic and smokey blonde tobacco tells the story of Art Deco decadence. A riot of flourishing florals and dried fruits join the melee of fine ingredients, creating an indulgent blend.""","Rum, Olibanum, Bitter Orange, Cardamom, Pink Pepper, Ginger, Bergamot, Grapefruit","Dried Fruits, White Tobacco, Sandalwood, Tuberose, Saffron, Osmanthus, Jasmine, Orris","Tonka Bean, Myrrh, Vanilla, Labdanum, Patchouli, Musk, Cedar, Vetiver","{""amber"": 10.0, ""woody"": 9.5, ""warm spicy"": 9.4, ""vanilla"": 7.4, ""sweet"": 7.4, ""white floral"": 7.1, ""fruity"": 6.4, ""aromatic"": 6.4, ""powdery"": 5.9, ""citrus"": 5.9}","{""female"": 40, ""more_female"": 62, ""unisex"": 340, ""more_male"": 242, ""male"": 100}","{""winter"": 100.0, ""spring"": 47.72, ""summer"": 19.68, ""fall"": 92.22, ""day"": 39.94, ""night"": 92.51}","{""way overpriced"": 410, ""overpriced"": 177, ""ok"": 118, ""good value"": 27, ""great value"": 28}",https://fimgs.net/mdimg/perfume-thumbs/375x500.73595.jpg,34.05,200
Blue Jeans Versace,https://www.fragrantica.com/perfume/Versace/Blue-Jeans-637.html,for men,"Blue Jeans is a fragrance one always goes back to. A classic masculine fragrance with woodsy, citrusy notes with a spicy heart and a warm drydown. Top notes are composed of bergamot, lemon, anise, basil and palisander tree. Geranium, rose, lavender, jasmine, sage, heliotrope and lily are at its heart. The drydown contains the notes of iris, sandalwood, vetiver, musk, patchouli, Tonka bean, vanilla and amber. Blue Jeans was created in 1994.","Citruses, Bergamot, Juniper, Anise, Brazilian Rosewood, Basil","Lavender, Rose, Carnation, Jasmine, Geranium, Heliotrope, Sage, Fir, Lily-of-the-Valley","Vanilla, Tonka Bean, Sandalwood, Iris, Musk, Cedar, Amber, Patchouli, Vetiver","{""aromatic"": 10.0, ""fresh spicy"": 8.7, ""woody"": 8.6, ""citrus"": 8.2, ""vanilla"": 7.2, ""powdery"": 6.8, ""lavender"": 6.4, ""fresh"": 5.8, ""floral"": 5.6, ""sweet"": 5.2}","{""female"": 36, ""more_female"": 31, ""unisex"": 793, ""more_male"": 1869, ""male"": 1830}","{""winter"": 33.26, ""spring"": 94.29, ""summer"": 83.31, ""fall"": 62.59, ""day"": 100.0, ""night"": 40.64}","{""way overpriced"": 71, ""overpriced"": 71, ""ok"": 491, ""good value"": 1263, ""great value"": 2493}",https://fimgs.net/mdimg/perfume-thumbs/375x500.637.jpg,41.36,100
Boss Bottled Hugo Boss,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Bottled-383.html,for men,"The abstract of Hugo Boss style is captured in a bottle with Boss Bottled aroma. The fragrance is fresh and sharp with warm woody base. The fresh and fruity top notes of apple and citrus are perfectly balanced with floral and spicy heart, dominated by pelargonium, warm cinnamon, and cloves. The base notes are very masculine: sandalwood, vetiver and precious cedar.

On occasion of 10 years of this successful edition, its jubilant version, Boss No.6, was presented in a limited number. New bottle is very modern and created as a very appropriate jubilant version. This chromed, elegant and very powerful creation is available as 50 and 100 ml edt.

You can read more about it in the aricle Hugo Boss-Boss No.6-Happy 10th Birthday!","Apple, Plum, Bergamot, Lemon, Oakmoss, Geranium","Cinnamon, Mahogany, Carnation","Vanilla, Sandalwood, Cedar, Vetiver, Olive Tree","{""woody"": 10.0, ""fruity"": 9.1, ""vanilla"": 8.1, ""warm spicy"": 7.9, ""cinnamon"": 6.9, ""aromatic"": 6.4, ""powdery"": 6.2, ""citrus"": 6.1, ""fresh"": 6.0, ""green"": 5.5}","{""female"": 28, ""more_female"": 21, ""unisex"": 400, ""more_male"": 1440, ""male"": 2278}","{""winter"": 55.07, ""spring"": 88.7, ""summer"": 50.59, ""fall"": 87.78, ""day"": 100.0, ""night"": 55.39}","{""way overpriced"": 65, ""overpriced"": 383, ""ok"": 1769, ""good value"": 1300, ""great value"": 232}",https://fimgs.net/mdimg/perfume/375x500.383.jpg,39.06,50
Bottled Absolu Hugo Boss,https://www.fragrantica.com/perfume/Hugo-Boss/Bottled-Absolu-96246.html,for men,"BOSS Bottled Absolu is a bold Eau de Parfum featuring an irresistible roasted signature. This woody-leathery scent is crafted by Annick Menardo in collaboration with Suzy Le Helley. It opens with a textured Leather accord harmonized with invigorating Incense essence. At the heart, Patchouli essence and Myrrh absolute elevate the scent, while warm Cedarwood and fruity Davana essences at the base leave a lasting trail.","Incense, Leather","Patchouli, Myrrh","Cedarwood, Davana","{""amber"": 10.0, ""balsamic"": 8.3, ""woody"": 8.3, ""warm spicy"": 8.2, ""patchouli"": 7.2, ""smoky"": 7.1, ""leather"": 6.4, ""aromatic"": 5.7, ""animalic"": 4.7, ""earthy"": 4.7}","{""female"": 17, ""more_female"": 7, ""unisex"": 73, ""more_male"": 260, ""male"": 1346}","{""winter"": 100.0, ""spring"": 30.59, ""summer"": 6.85, ""fall"": 90.58, ""day"": 40.08, ""night"": 88.57}","{""way overpriced"": 51, ""overpriced"": 186, ""ok"": 756, ""good value"": 489, ""great value"": 93}",https://fimgs.net/mdimg/perfume/375x500.96246.jpg,38.69,200
Bright Crystal Versace,https://www.fragrantica.com/perfume/Versace/Bright-Crystal-632.html,for women,"The pink colored bottle announces softer and more luminous fragrance in comparison with Crystal Noir. Nowadays popular fruity note gives the composition slightly gourmand nuance. The top notes are pomegranate, Yuzu and frosted accord. Peony and magnolia are in the centre of the composition, while waterly fresh lotus note moderates the intensity and sweetnes of the floral accords. The opulent base introduces amber note extracted from plants, musk and red woods. The fragrance was designed by Alberto Morillas in 2006.","Yuzu, Pomegranate, Ice","Peony, Lotus, Magnolia","Musk, Mahogany, Amber","{""floral"": 10.0, ""citrus"": 6.1, ""fresh"": 6.0, ""woody"": 5.1, ""fresh spicy"": 4.6, ""rose"": 4.6, ""aquatic"": 4.4}","{""female"": 4209, ""more_female"": 381, ""unisex"": 101, ""more_male"": 7, ""male"": 12}","{""winter"": 15.02, ""spring"": 89.38, ""summer"": 80.09, ""fall"": 18.01, ""day"": 100.0, ""night"": 15.57}","{""way overpriced"": 159, ""overpriced"": 736, ""ok"": 2152, ""good value"": 897, ""great value"": 169}",https://fimgs.net/mdimg/perfume/375x500.632.jpg,37.56,100
Burberry Her Burberry,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-51694.html,for women,"Burberry Her, a new pillar fragrance for the house, comes out in October 2018 and is the first one whose packaging is marked with the new logo.

Burberry Her is designed to capture the youthful spirit of the city of London, the creative and eclectic metropolis; a spirit that is lively, adventurous and brave. It is made for those women who feel Londoners at heart. The composition is signed by Francis Kurkdjian as his interpretation of a floral-fruity theme with gourmand undertones. Crushed berry fruit from the top is combined with middle notes of violet and jasmine, based on woods and amber.

""Her Eau de Parfum by Burberry is unique because it is a memorable signature. To achieve that, you need a strong accord, an olfactory story that translates your vision.  The combination of these sunburst berries and British spirit blended with the ambery musky accord brings this very unique signature. You can immediately recognize when someone is wearing it. It is a signature scent."" - Francis Kurkdjian

The face of perfume is model Cara Delavigne, representing her home city. Burberry Her is available as a 30, 50 and 100 ml Eau de Parfum.","Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon","Violet, Jasmine","Musk, Vanilla, Cashmeran, Amber, Oakmoss, Patchouli","{""fruity"": 10.0, ""sweet"": 7.8, ""woody"": 5.1, ""powdery"": 5.0, ""musky"": 5.0}","{""female"": 4989, ""more_female"": 538, ""unisex"": 157, ""more_male"": 17, ""male"": 28}","{""winter"": 38.53, ""spring"": 96.36, ""summer"": 72.75, ""fall"": 49.72, ""day"": 100.0, ""night"": 30.36}","{""way overpriced"": 231, ""overpriced"": 1067, ""ok"": 2814, ""good value"": 916, ""great value"": 168}",https://fimgs.net/mdimg/perfume/375x500.51694.jpg,32.18,200
Burberry Her Burberry,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-51694.html#cc2593351,for women,"Burberry Her, a new pillar fragrance for the house, comes out in October 2018 and is the first one whose packaging is marked with the new logo.

Burberry Her is designed to capture the youthful spirit of the city of London, the creative and eclectic metropolis; a spirit that is lively, adventurous and brave. It is made for those women who feel Londoners at heart. The composition is signed by Francis Kurkdjian as his interpretation of a floral-fruity theme with gourmand undertones. Crushed berry fruit from the top is combined with middle notes of violet and jasmine, based on woods and amber.

""Her Eau de Parfum by Burberry is unique because it is a memorable signature. To achieve that, you need a strong accord, an olfactory story that translates your vision.  The combination of these sunburst berries and British spirit blended with the ambery musky accord brings this very unique signature. You can immediately recognize when someone is wearing it. It is a signature scent."" - Francis Kurkdjian

The face of perfume is model Cara Delavigne, representing her home city. Burberry Her is available as a 30, 50 and 100 ml Eau de Parfum.","Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon","Violet, Jasmine","Musk, Vanilla, Cashmeran, Amber, Oakmoss, Patchouli","{""fruity"": 10.0, ""sweet"": 7.8, ""woody"": 5.1, ""powdery"": 5.0, ""musky"": 5.0}","{""female"": 4991, ""more_female"": 538, ""unisex"": 157, ""more_male"": 17, ""male"": 28}","{""winter"": 38.52, ""spring"": 96.37, ""summer"": 72.76, ""fall"": 49.7, ""day"": 100.0, ""night"": 30.35}","{""way overpriced"": 231, ""overpriced"": 1067, ""ok"": 2815, ""good value"": 918, ""great value"": 168}",https://fimgs.net/mdimg/perfume/375x500.51694.jpg,35.55,200
Burberry Her Elixir de Parfum Burberry,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-Elixir-de-Parfum-75968.html,for women,"Burberry Her Elixir de Parfum is a bold and sensual fragrance for women. Moving beyond the adventurous spirit of the Burberry Her Eau de Parfum, this scent is the latest chapter in the intensifying story of Burberry Her. Designed for women who dare to explore the unknown, Her Elixir de Parfum is for the free-spirited woman seeking the excitement of her next adventure. Sensual, irresistible, and not held back by boundaries, she possesses an addictive persona. A newly intense addition to the Burberry Her family, Her Elixir de Parfum for women offers signature fruity gourmand notes alongside a daring burst of dark red berries with jasmine, rounded with sensual and addictive vanilla and amber. Burberry Her Elixir de Parfum deepens the pink of the Eau de Parfum bottle, transforming it into an opaque finish representing the intensity of the fragrance inside and its confident and sensual nature. The design features raised Burberry lettering at the base.

Top Notes: Strawberry & Blackberry Accord Middle Notes: Jasmine Accord Bottom Notes: Vanilla, Oriental, Sandalwood

Burberry Her Elixir de Parfum is available in size of 30, 50 and 100ml Eau de Parfum Intense.","Strawberry, Blackberry",Jasmine,"Vanilla, Amber, Sandalwood","{""fruity"": 10.0, ""sweet"": 8.0, ""vanilla"": 7.0, ""powdery"": 5.4, ""amber"": 5.0, ""white floral"": 4.8, ""woody"": 4.7}","{""female"": 2037, ""more_female"": 205, ""unisex"": 45, ""more_male"": 9, ""male"": 7}","{""winter"": 61.36, ""spring"": 94.89, ""summer"": 62.64, ""fall"": 63.7, ""day"": 100.0, ""night"": 43.91}","{""way overpriced"": 101, ""overpriced"": 548, ""ok"": 1178, ""good value"": 311, ""great value"": 50}",https://fimgs.net/mdimg/perfume/375x500.75968.jpg,39.21,100
Bvlgari Man In Black Bvlgari,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Man-In-Black-26358.html,for men,"Bvlgari celebrates 130 years of existence and launches new fragrance Bvlgari Man In Black, as a flanker of the original Bvlgari Man from 2010. The fragrance is announced as bold and charismatic, inspired by the myth of the birth of Vulcan, the god of the earth, interpreted in a way that suits the modern man.

Bvlgari Man In Black is an intense composition of amber, leather, spices and woods. It opens with accords of natural rum and luminous spices. Tuberose, iris absolut and leather form the core of the perfume, placed on the base of benzoin, tonka bean and guaiac wood.

It is available as 30, 60 and 100 ml Eau de Parfum.","Spices, Rum, Tobacco","Leather, Iris, Tuberose","Tonka Bean, Guaiac Wood, Benzoin","{""warm spicy"": 10.0, ""woody"": 7.5, ""leather"": 7.3, ""rum"": 7.2, ""amber"": 7.0, ""tobacco"": 6.6, ""sweet"": 6.6, ""vanilla"": 6.0, ""animalic"": 5.6, ""iris"": 5.1}","{""female"": 36, ""more_female"": 13, ""unisex"": 194, ""more_male"": 620, ""male"": 3240}","{""winter"": 100.0, ""spring"": 25.7, ""summer"": 9.35, ""fall"": 89.64, ""day"": 34.38, ""night"": 94.94}","{""way overpriced"": 150, ""overpriced"": 703, ""ok"": 2000, ""good value"": 710, ""great value"": 133}",https://fimgs.net/mdimg/perfume/375x500.26358.jpg,35.4,50
Carlisle Parfums de Marly,https://www.fragrantica.com/perfume/Parfums-de-Marly/Carlisle-33514.html,unisex,"Carlisle by Parfum XXI is a Floral Fruity fragrance for women and men. This is a new fragrance. Carlisle was launched in 2015. Top notes are bergamot and mandarin orange; middle notes are violet and jasmine; base notes are guaiac wood, patchouli and cardamom. This edition of Parfums De Marly Harrod’s London exclusive.","Nutmeg, Green Apple, Saffron","Tonka Bean, Rose, Osmanthus, Davana","Patchouli, Vanilla, Opoponax","{""vanilla"": 10.0, ""patchouli"": 8.3, ""fresh spicy"": 7.1, ""warm spicy"": 7.0, ""woody"": 6.3, ""balsamic"": 6.2, ""fruity"": 6.0, ""sweet"": 5.7, ""amber"": 5.4, ""earthy"": 5.2}","{""female"": 35, ""more_female"": 18, ""unisex"": 343, ""more_male"": 951, ""male"": 1391}","{""winter"": 100.0, ""spring"": 37.83, ""summer"": 9.57, ""fall"": 88.13, ""day"": 45.05, ""night"": 87.53}","{""way overpriced"": 466, ""overpriced"": 1015, ""ok"": 833, ""good value"": 177, ""great value"": 56}",https://fimgs.net/mdimg/perfume/375x500.33514.jpg,31.84,200
Chance Eau Tendre Chanel,https://www.fragrantica.com/perfume/Chanel/Chance-Eau-Tendre-8069.html,for women,"Chanel is presenting a new flanker of their popular fragrance Chance which arrives on the market on April 2nd 2010. The romantic and pink new version, Chance Eau Tendre, is announced as a floral-fruity interpretation of Chance EDP.

Face of advertising campaign is Sigrid Agren, and photographer is Jean-Paul Goude. The flacon is the same as its antecedent, but it is characterized by pink fluid this time. The fragrance will be available as 50 and 100ml.","Quince, Grapefruit","Hyacinth, Jasmine","Musk, Iris, Virginia Cedar, Amber","{""floral"": 10.0, ""fruity"": 8.3, ""citrus"": 8.0, ""sweet"": 7.3, ""fresh spicy"": 7.0, ""powdery"": 6.9, ""white floral"": 6.4, ""musky"": 6.3, ""green"": 5.9, ""iris"": 5.8}","{""female"": 3464, ""more_female"": 292, ""unisex"": 95, ""more_male"": 8, ""male"": 11}","{""winter"": 16.91, ""spring"": 95.21, ""summer"": 77.57, ""fall"": 24.52, ""day"": 100.0, ""night"": 17.98}","{""way overpriced"": 514, ""overpriced"": 1217, ""ok"": 1459, ""good value"": 295, ""great value"": 75}",https://fimgs.net/mdimg/perfume/375x500.8069.jpg,37.66,200
Chanel No 5 Eau de Parfum Chanel,https://www.fragrantica.com/perfume/Chanel/Chanel-No-5-Eau-de-Parfum-40069.html,for women,"The Chanel No 5 Eau de Parfum was created by Jacques Polges in 1986 as another interpretation of the iconic original fragrance introduced by Coco Chanel and created by Ernest Beaux in 1921.

Top notes include neroli, ylang-ylang, peach, bergamot and aldehydes. Middle notes include fresh jasmine, lily of the valley, iris and may rose. Base notes capture deep blend of Mysore sandalwood, vetiver, moss, patchouli and Bourbon vanilla.

Carole Bouquet became the face of the fragrance.","Aldehydes, Ylang-Ylang, Neroli, Bergamot, Peach","Iris, Jasmine, Rose, Lily-of-the-Valley","Sandalwood, Oakmoss, Vanilla, Patchouli, Vetiver","{""woody"": 10.0, ""aldehydic"": 8.4, ""fresh"": 7.9, ""white floral"": 7.6, ""powdery"": 6.9, ""earthy"": 6.7, ""yellow floral"": 6.6, ""iris"": 6.0, ""citrus"": 5.6, ""floral"": 5.5}","{""female"": 2191, ""more_female"": 789, ""unisex"": 519, ""more_male"": 12, ""male"": 29}","{""winter"": 100.0, ""spring"": 64.85, ""summer"": 39.74, ""fall"": 99.26, ""day"": 83.73, ""night"": 93.97}","{""way overpriced"": 519, ""overpriced"": 923, ""ok"": 1374, ""good value"": 264, ""great value"": 113}",https://fimgs.net/mdimg/perfume/375x500.40069.jpg,34.66,50
Cheirosa '40 Sol de Janeiro,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-40-67527.html,for women,"""Soft and sultry all at once, Cheirosa ’40 mingles gourmand notes of black amber plum and dark yet sweet crème de cassis mingled with warm vanilla woods, fresh jasmine blooms, and a hint of musk to reveal a sophisticated fragrance that’s a celebration for the senses."" (info from the brand's website)","Plum, Black Amber, Cassis","Orchid, Jasmine","Vanilla, Musk","{""fruity"": 10.0, ""vanilla"": 9.9, ""sweet"": 8.9, ""powdery"": 7.2, ""woody"": 6.5, ""musky"": 5.4, ""floral"": 5.4, ""soft spicy"": 4.7, ""white floral"": 4.6, ""amber"": 4.6}","{""female"": 1714, ""more_female"": 356, ""unisex"": 66, ""more_male"": 2, ""male"": 9}","{""winter"": 38.5, ""spring"": 81.4, ""summer"": 98.3, ""fall"": 54.27, ""day"": 100.0, ""night"": 38.78}","{""way overpriced"": 65, ""overpriced"": 224, ""ok"": 612, ""good value"": 929, ""great value"": 340}",https://fimgs.net/mdimg/perfume/375x500.67527.jpg,36.01,200
Cheirosa '59 Sol de Janeiro,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-59-88722.html,for women,"Sol de Janeiro invites you to embrace the moment with Cheirosa '59 from the Brazilian Crush Collection. Uplifting and delicious, this woody gourmand fragrance envelops you like the warmth of a glowing sunset.

Notes: vanilla orchid, candied violet, sandalwood.

Available as 240ml Hair & Body Fragrance Mist.",Vanilla Orchid,"Sugar, Violet",Sandalwood,"{""sweet"": 10.0, ""powdery"": 9.2, ""violet"": 8.1, ""floral"": 7.1, ""woody"": 6.9, ""vanilla"": 5.4}","{""female"": 921, ""more_female"": 297, ""unisex"": 96, ""more_male"": 4, ""male"": 8}","{""winter"": 83.22, ""spring"": 89.85, ""summer"": 73.46, ""fall"": 79.61, ""day"": 100.0, ""night"": 73.37}","{""way overpriced"": 51, ""overpriced"": 143, ""ok"": 439, ""good value"": 515, ""great value"": 167}",https://fimgs.net/mdimg/perfume/375x500.88722.jpg,31.92,100
Cheirosa '62 Sol de Janeiro,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-62-56062.html,for women,"""Sunny yet seductive, the warm scent is bursting with enticing layers of Pistachio and Salted Caramel to keep you cheirosa from sunrise 'til sunset."" (from the brand's website)","Pistachio, Almond","Heliotrope, Jasmine","Caramel, Vanilla, Salt, Sandalwood","{""vanilla"": 10.0, ""caramel"": 9.9, ""sweet"": 8.5, ""almond"": 7.9, ""nutty"": 7.7, ""woody"": 7.4, ""powdery"": 6.7, ""salty"": 5.3, ""fruity"": 5.1, ""balsamic"": 4.9}","{""female"": 3673, ""more_female"": 1097, ""unisex"": 312, ""more_male"": 13, ""male"": 15}","{""winter"": 27.49, ""spring"": 42.45, ""summer"": 100.0, ""fall"": 44.46, ""day"": 93.45, ""night"": 26.82}","{""way overpriced"": 191, ""overpriced"": 693, ""ok"": 1514, ""good value"": 1962, ""great value"": 763}",https://fimgs.net/mdimg/perfume/375x500.56062.jpg,37.02,200
Cheirosa '68 Sol de Janeiro,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-68-73990.html,for women,"This fruity floral scent invites you into our lush garden by the sea—a sun-dappled oasis brimming with vibrant flora and abundant sunshine. A transportive temptation for our fragrance lovers, this immersive and uplifting scent is kissed with joy, dancing with notes of Brazilian jasmine, pink dragonfruit, ocean air, and a sheer touch of Tropicália vanilla. Every sensorial spritz inspires endless smiles and creates connections with others.

Our scent is inspired by the lush, sun dappled gardens of Rio – a city nestled near the ocean and in touch with the vibrant, expansive beauty of Brazil. This bright, kissed-with-joy fragrance invites you to this oasis-by-the sea experience where salty ocean air mingles with fresh blooms swaying in the breeze.","Pitahaya, Litchi","Jasmine, Hibiscus","Vanilla, Musk","{""tropical"": 10.0, ""fruity"": 9.9, ""floral"": 7.8, ""musky"": 6.8, ""vanilla"": 6.5, ""white floral"": 6.4, ""marine"": 6.3, ""powdery"": 5.7, ""fresh"": 5.6, ""aromatic"": 5.0}","{""female"": 1695, ""more_female"": 243, ""unisex"": 71, ""more_male"": 2, ""male"": 5}","{""winter"": 16.72, ""spring"": 82.21, ""summer"": 100.0, ""fall"": 19.53, ""day"": 97.53, ""night"": 17.23}","{""way overpriced"": 85, ""overpriced"": 266, ""ok"": 594, ""good value"": 788, ""great value"": 287}",https://fimgs.net/mdimg/perfume/375x500.73990.jpg,36.15,200
