title,url,gender,description,top_notes,middle_notes,base_notes,main_accords,gender_ratings,seasonal_ratings,price_ratings,image_url,scrape_duration_seconds,volume
Angels' Share By Kilian,https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,unisex,"""Introducing a new olfactive family, Kilian Hennessy pays tribute to his heritage, as heir to the renowned French cognac-making family, and to his choice olfactory intoxicants for driving the night towards dawn.

A first-time collaboration with French perfumer Benoit Lapouza, the perfume Angel's Share is Kilian Hennessy's most personal fragrance creation yet, inspired by his eighth-generation inheritance of Hennessy savoir-faire in cognac making. The perfume goes deep into the cellars of founder's mind and memory, and into its most mysterious dimension: ""la part des anges"" or ""angels' share""— an evaporation of liquor in oak barrels that lifts, while aging, like a silent offering to the gods. Much like a Master Perfumer who crafts accords and essences in a perfume, a Master Blender combines the eaux-de-vie in perfect proportions for an exceptional cognac. Angels' Share contains the essence of Cognac derived from the liquor to lend it a natural caramel color. Opening with cognac oil, upon a blend of oak absolute, cinnamon essence and Tonka bean absolute, the scent's long-lasting notes of sandalwood, praline and vanilla make for a delicious finish, a rare concoction only angels should experience."" Notes: Cognac, Tonka Bean and Oak wood.",Cognac,"Cinnamon, Tonka Bean, Oak, Hedione","Vanilla, Praline, Sandalwood, Candied Almond","{""woody"": 10.0, ""warm spicy"": 9.9, ""sweet"": 9.1, ""vanilla"": 8.2, ""cinnamon"": 7.8, ""amber"": 5.1, ""powdery"": 4.8}","{""female"": 1277, ""more_female"": 1728, ""unisex"": 5976, ""more_male"": 1257, ""male"": 535}","{""winter"": 100.0, ""spring"": 20.57, ""summer"": 11.75, ""fall"": 89.43, ""day"": 34.97, ""night"": 81.93}","{""way overpriced"": 1950, ""overpriced"": 3909, ""ok"": 2945, ""good value"": 481, ""great value"": 234}",https://fimgs.net/mdimg/perfume/375x500.62615.jpg,32.49,100
Angel Nova Mugler,https://www.fragrantica.com/perfume/Mugler/Angel-Nova-61519.html,for women,"Mugler introduces the new heroine of the Angel line in June 2020, called Angel Nova. Angel Nova is announced as an assertive, irresistible and daring fragrance for the modern heroine and the Mugler universe that combines dream, fantasy and reality. The slogan of the perfume calls for you to ""live up to your dreams.""

The woody-fruity-floral composition is born from a fusion of ""addictive"" raspberry fruity note, sensual accord of ""super-natural"" Damask rose and woody structure of akigalawood and benzoin, for Mugler’s distinctive perfume signature.

The face of the perfume is German model Toni Garrn. The bottle remains star-shaped (which is now ""standing"") in a bright, raspberry pink color. Mugler Angel Nova is available as a 30 and 50 ml Eau de Parfum.","Raspberry, Litchi",Damask Rose,"Akigalawood, Benzoin","{""fruity"": 10.0, ""rose"": 6.3, ""sweet"": 6.1, ""oud"": 5.4, ""tropical"": 5.2, ""woody"": 5.1, ""warm spicy"": 4.8, ""fresh"": 4.5, ""amber"": 4.4}","{""female"": 2793, ""more_female"": 388, ""unisex"": 151, ""more_male"": 17, ""male"": 18}","{""winter"": 41.28, ""spring"": 96.34, ""summer"": 92.64, ""fall"": 50.73, ""day"": 100.0, ""night"": 49.63}","{""way overpriced"": 177, ""overpriced"": 625, ""ok"": 1689, ""good value"": 513, ""great value"": 118}",https://fimgs.net/mdimg/perfume/375x500.61519.jpg,37.48,100
Angélique Noire Guerlain,https://www.fragrantica.com/perfume/Guerlain/Angelique-Noire-1021.html,unisex,"For the event of opening of renovated main boutique La Maison Guerlain (The House of Guerlain) at 68 Avenue des Champs-Elysées, Paris, Guerlain launched exclusive line of three perfumes – L \'Art et la Matière (The Art and (raw) Material, a pun after the French expression L\'Art et la Manière – the art and manners). Three famous noses were invited to work on the perfumes using the highest quality materials. The perfumes were launched in 2005.

Angélique Noire is the third fragrance of the series, created by Daniela Andrièr. It was an attempt to reproduce the famous compositions of the house. Sweet and strong beginning with spices and piquant freshness of bergamot is mixing with milky bitterness of almond and vanilla notes. Unusual harmony of the fresh bergamot and sweet vanilla is a trademark of classical compositions of Guerlain. Spicy harshness of the beginning is contrasting creamy and sweet base which includes mildly spicy and sugary notes of angelica.","Angelica, Pear, Pink Pepper","Jasmine, Caraway","Angelica, Vanilla, Cedar","{""musky"": 10.0, ""vanilla"": 9.7, ""powdery"": 9.3, ""amber"": 8.4, ""sweet"": 6.1, ""fruity"": 5.3, ""white floral"": 5.0}","{""female"": 406, ""more_female"": 309, ""unisex"": 314, ""more_male"": 10, ""male"": 8}","{""winter"": 89.16, ""spring"": 78.04, ""summer"": 40.36, ""fall"": 100.0, ""day"": 89.87, ""night"": 84.71}","{""way overpriced"": 309, ""overpriced"": 363, ""ok"": 215, ""good value"": 29, ""great value"": 21}",https://fimgs.net/mdimg/perfume-thumbs/375x500.1021.jpg,34.24,200
Another 13 Le Labo,https://www.fragrantica.com/perfume/Le-Labo/Another-13-10131.html,unisex,Perfume Another 13 is a product of collaboration between AnOther Mag and Le Labo. Its middle note is ambrox which posesses animalistic quality. Another 12 ingredients create the composition. This limited fragrance is available in only 50 copies as 100 ml Eau de Parfum.,"Pear, Apple, Citruses","Ambrette (Musk Mallow), Amyl Salicylate, Moss, Jasmine","Iso E Super, Cetalox, Helvetolide, Ambrettolide","{""musky"": 10.0, ""amber"": 8.1, ""woody"": 6.5, ""animalic"": 5.1, ""fruity"": 4.7, ""floral"": 4.5, ""powdery"": 4.5}","{""female"": 197, ""more_female"": 469, ""unisex"": 2440, ""more_male"": 216, ""male"": 74}","{""winter"": 69.5, ""spring"": 96.29, ""summer"": 83.8, ""fall"": 88.55, ""day"": 100.0, ""night"": 61.18}","{""way overpriced"": 760, ""overpriced"": 1290, ""ok"": 782, ""good value"": 131, ""great value"": 57}",https://fimgs.net/mdimg/perfume/375x500.10131.jpg,34.52,50
Ari Ariana Grande,https://www.fragrantica.com/perfume/Ariana-Grande/Ari-31661.html,for women,"Pop singer Ariana Grande launches her first fragrance in September 2015 called Ari by Ariana Grande.

The fragrance is announced as luscious and sexy, opening with sparkling fruity notes connected to its ultra-feminine floral heart and the base of musk, woods and marshmallow accord.

It is available in a cute pink bottle with white pom-pom as 50 ml Eau de Parfum.","Raspberry, Pear, Grapefruit","Vanilla Orchid, Rose, Lily-of-the-Valley","Marshmallow, Musk","{""sweet"": 10.0, ""fruity"": 7.4, ""powdery"": 5.9, ""citrus"": 4.5}","{""female"": 2583, ""more_female"": 215, ""unisex"": 45, ""more_male"": 4, ""male"": 9}","{""winter"": 48.85, ""spring"": 86.85, ""summer"": 67.75, ""fall"": 51.61, ""day"": 100.0, ""night"": 32.75}","{""way overpriced"": 50, ""overpriced"": 157, ""ok"": 729, ""good value"": 1428, ""great value"": 472}",https://fimgs.net/mdimg/perfume-thumbs/375x500.31661.jpg,43.31,100
Armani Code Parfum Giorgio Armani,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Parfum-75126.html,for men,"""Strong yet sensitive, ARMANI CODE PARFUM reinvents the olfactory signature of the original ARMANI CODE fragrance. Retaining its woody aromatic, sensual identity, ARMANI CODE PARFUM captures the ARMANI CODE quintessence. This is expressed in the fragrance's aromatic top notes and powerfully masculine base notes, with the heart now infused with an amplified sensitivity. ARMANI CODE PARFUM, the new powerful yet sensitive olfactory signature.""

Top notes: bergamot, bergamot leaf Heart: orris butter, iris aldehyde, clary sage Base: tonka bean, cedar

""Crafted as a statement bottle with a unique, rounded-square shape, the new ARMANI CODE bottle reimagines the design of the original fragrance. This newly conceived bottle is refillable, demonstrating Giorgio Armani’s mindfulness of the planet. In its sleek, striking black form, elevated with sensorial touches and silver accents, the bottle stands as a beautiful object, designed to last.""","Bergamot, Bergamot Leaf","Iris, Aldehydes, Clary Sage, Orris","Tonka Bean, Cedar","{""iris"": 10.0, ""aromatic"": 8.8, ""powdery"": 8.2, ""woody"": 8.0, ""citrus"": 7.9, ""vanilla"": 6.0, ""earthy"": 5.8, ""aldehydic"": 5.7, ""violet"": 5.4, ""fresh spicy"": 5.4}","{""female"": 37, ""more_female"": 8, ""unisex"": 241, ""more_male"": 1067, ""male"": 2168}","{""winter"": 94.16, ""spring"": 93.26, ""summer"": 52.95, ""fall"": 100.0, ""day"": 85.1, ""night"": 93.33}","{""way overpriced"": 178, ""overpriced"": 833, ""ok"": 1743, ""good value"": 399, ""great value"": 73}",https://fimgs.net/mdimg/perfume/375x500.75126.jpg,32.45,50
Aventus Creed,https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,for men,"Aventus celebrates strength, vision and success, inspired by the dramatic life of war, peace and romance lived by Emperor Napoleon. The bottle is emblazoned with a silver emblem of a horse and rider.

The finest ingredients were hand-selected for this composition, and father and son developed this provocative, masculine and optimistic fragrance as a joint effort.

Top notes: blackcurrant, bergamot, apple and pineapple. Heart: rose, dry birch, Moroccan jasmine and patchouli. Base: oak moss, musk, ambergris, and vanilla.

Aventus is available in flacons of 30, 75, 120 and 250 ml.","Bergamot, Black Currant, Apple, Lemon, Pink Pepper","Pineapple, Patchouli, Moroccan Jasmine","Birch, Musk, oak moss, Ambroxan, Cedarwood","{""fruity"": 10.0, ""sweet"": 6.8, ""woody"": 6.6, ""leather"": 6.4, ""smoky"": 5.7, ""citrus"": 5.7, ""musky"": 5.4, ""tropical"": 5.2, ""fresh"": 5.2, ""mossy"": 4.6}","{""female"": 130, ""more_female"": 40, ""unisex"": 788, ""more_male"": 2404, ""male"": 7111}","{""winter"": 43.59, ""spring"": 97.48, ""summer"": 99.12, ""fall"": 73.92, ""day"": 100.0, ""night"": 68.52}","{""way overpriced"": 6064, ""overpriced"": 2496, ""ok"": 1216, ""good value"": 301, ""great value"": 354}",https://fimgs.net/mdimg/perfume/375x500.9828.jpg,37.02,100
Baccarat Rouge 540 Extrait de Parfum Maison Francis Kurkdjian,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Baccarat-Rouge-540-Extrait-de-Parfum-46066.html,unisex,"Baccarat Rouge 540 extrait de parfum intensifies the radiance of the three auras found in the eau de parfum without betraying the original inspiration. The perfumer’s mastered craft and the wisdom gained with time gave birth to this woody extrait de perfume, an ultimate accomplishment for Francis Kurkdjian. The Grandiflorum jasmine head note gently underscores the craftsman’s voice. The hint of fire is enhanced with powdered epicurean facets of bitter almond. Lastly, the mineral note built around ambergris is tamed with an ambery and woody accord. Adding to the intensity of the extrait, the perfume bottle also plays with light. Its aesthetic dons a brilliant red robe reminiscent of Baccarat red. Baccarat Rouge 540 Maison Francis Kurkdjian extrait de parfum embodies the profusion and fusion of elements that can only be tamed by the art of the perfumer and the wisdom gained with time.","Bitter Almond, Saffron","Egyptian Jasmine, Virginia Cedar","Ambergris, Musk, Ambroxan, Cashmeran","{""almond"": 10.0, ""amber"": 9.9, ""warm spicy"": 8.8, ""woody"": 7.9, ""animalic"": 7.7, ""musky"": 7.5, ""nutty"": 7.2, ""fruity"": 6.5, ""metallic"": 6.4, ""white floral"": 6.4}","{""female"": 996, ""more_female"": 1084, ""unisex"": 2529, ""more_male"": 253, ""male"": 136}","{""winter"": 100.0, ""spring"": 66.92, ""summer"": 35.74, ""fall"": 98.01, ""day"": 70.9, ""night"": 95.7}","{""way overpriced"": 2046, ""overpriced"": 1338, ""ok"": 864, ""good value"": 223, ""great value"": 137}",https://fimgs.net/mdimg/perfume/375x500.46066.jpg,32.61,200
Bade'e Al Oud Honor & Glory Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Honor-Glory-84302.html,unisex,"Bade'e Al Oud Honor & Glory was launched in 2023. Top notes: pineapple brulee Middle notes: turmeric, cinnamon, black pepper, benzoin Base notes: vanilla, cashmeran, sandalwood, moss","Pineapple, Creme Brulee","Cinnamon, Turmeric, Black Pepper, Benzoin","Vanilla, Sandalwood, Cashmeran, Moss","{""sweet"": 10.0, ""warm spicy"": 7.6, ""fruity"": 6.6, ""vanilla"": 6.3, ""woody"": 5.5, ""powdery"": 5.2, ""cinnamon"": 5.1, ""tropical"": 5.0, ""amber"": 4.4}","{""female"": 210, ""more_female"": 309, ""unisex"": 1968, ""more_male"": 773, ""male"": 192}","{""winter"": 96.75, ""spring"": 90.44, ""summer"": 70.07, ""fall"": 100.0, ""day"": 92.77, ""night"": 88.83}","{""way overpriced"": 51, ""overpriced"": 45, ""ok"": 257, ""good value"": 1127, ""great value"": 1746}",https://fimgs.net/mdimg/perfume/375x500.84302.jpg,37.21,50
Bade'e Al Oud Sublime Lattafa Perfumes,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Sublime-83309.html,unisex,"Lattafa Badee Al Oud Sublime is a luxurious, woody fragrance with a hint of sweetness. It is a perfect blend of oud, sandalwood, and musk for a truly sublime experience.","Apple, Litchi, Rose","Plum, Jasmine","Moss, Vanilla, Patchouli","{""fruity"": 10.0, ""fresh"": 6.1, ""tropical"": 4.7, ""rose"": 4.6, ""mossy"": 4.5, ""earthy"": 4.5, ""vanilla"": 4.5, ""green"": 4.5}","{""female"": 480, ""more_female"": 383, ""unisex"": 394, ""more_male"": 27, ""male"": 26}","{""winter"": 36.29, ""spring"": 97.95, ""summer"": 98.92, ""fall"": 65.77, ""day"": 100.0, ""night"": 44.38}","{""way overpriced"": 23, ""overpriced"": 17, ""ok"": 122, ""good value"": 569, ""great value"": 486}",https://fimgs.net/mdimg/perfume/375x500.83309.jpg,32.95,200
Bad Boy Cobalt Parfum Electrique Carolina Herrera,https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Cobalt-Parfum-Electrique-71888.html,for men,"Following the global success of Bad Boy and Bad Boy Le Parfum, Carolina Herrera puts an electrifying twist on the dual nature of the modern man with Bad Boy Cobalt. This new men’s fragrance cracks open convention while exploring the diverse bonds of brotherhood, embodied in nature by the unapologetic strength found in cobalt and its powerfully pigmented blue. Working closely with Carolina A. Herrera, Creative Director of fragrances at Carolina Herrera, Perfumer Domitille Michalon Bertier delved into the depths of her imagination to develop this technically accomplished perfume. Together, they fused mineral sexiness and wild freshness for an energizing and contrasted new release, which is contained in a fresh cobalt blue conceptualization of the already iconic Bad Boy lightning bolt perfume bottle. Every fragrance has dominant notes that allow its message to be transmitted, giving it its soul and unique signature.

For Bad Boy Cobalt, the team chose to work with the incredible contrasts of the new “Magic Spark ELIXIR”, an ingredient that elegantly expresses the complementary contradictions of brotherhood, the nuance, and strength of a friendship between men. Just as cobalt dyes glass that particular shade of blue, this ELIXIR colors the fragrance from top to bottom with lively citrus accents, simultaneously producing intriguingly earthy undertones.

The Magic Spark ELIXIR blends pink pepper and geranium to create the fresher part of Bad Boy Cobalt. Pink pepper offers a distinctively fresh tone with aromatic and slightly floral suggestions, while geranium is a floral yet masculine note that was a prominent part of Carolina Herrera for Men, the first masculine fragrance from the house of Herrera, first launched in 1991. The mineral accents of a truffle accord are invigorated with the literal and metaphorical strength of oakwood, and infused with the masculinity of vetiver, together with the sexiness of cedarwood to create the hooking base of the fragrance.

“But it wasn’t just the symbolism of the lighting bolt that allowed my imagination to run wild,” says Domitille Michalon-Bertier. “Cobalt is found in the earth’s crust, and I found myself reflecting on lightning cracking Bad Boy Cobalt the ground open, revealing this chemical element together with the dense smells of the soil.” Oakwood, with its touch of smokiness, is a historical symbol of endurance, “beautifully representing the enduring strength within a band of brothers” to the creator of Bad Boy Cobalt.

Meanwhile, vetiver is a perennial plant, drawing its subtle fragrance from volcanic soil saturated with mineral salts, and is a classic ingredient of men’s perfumery. The essential oils of cedarwood has been extracted since ancient Egyptian times, here supplying a powerful dry and vibrating edge with additional clean and green facets.

At Carolina Herrera, vetiver has historically been a reference to exotic travel, to the Caribbean vistas of locations such as Haiti. Today, the House of Herrera creates this new fragrance using a vetiver sourced from Haiti, and is at the root of a program called Sourcing for Shared Value, which finds greener ways to grow and harvest this important ingredient while protecting the people who work the land by supporting with local education and infrastructure.

It’s a lengthy process to make sure that the vetiver used is the most beautiful, ethical, and greenest product for both the population and for the planet. In their distinctive ways, each fragrance in the Bad Boy family plays on the dual nature of the contemporary man, a concept that is reinforced and developed with Bad Boy Cobalt and its exploration of the bonds of brotherhood. Modern men are aware that there’s no strength without sensitivity, or power without compassion, so the short circuit of freshness in the top notes and the deep base notes of Bad Boy Cobalt are enhanced by a floral heart to the perfume.

Composed of clean aromatic lavender and juicy black plum, it evokes the emotional tenderness that’s at the center of the most durable of male friendships. The powerful contrasting nature of this masculine duality is enigmatically represented by the bottle, with its blue to transparent gradient. An exquisite reimagining of the emblematic lightning bolt from the Bad Boy universe, it shows us Bad Boy at his most elegant, inspired to be himself, and confident that anything is possible alongside his trusted and beloved friends.","Lavender, Pink Pepper","Plum, Geranium","Vetiver, Cedar, Truffle, Oak","{""aromatic"": 10.0, ""woody"": 9.6, ""fruity"": 8.9, ""lavender"": 7.7, ""fresh spicy"": 7.6, ""earthy"": 7.2, ""sweet"": 7.1, ""soft spicy"": 5.5, ""herbal"": 5.4, ""rose"": 5.0}","{""female"": 19, ""more_female"": 13, ""unisex"": 119, ""more_male"": 878, ""male"": 1672}","{""winter"": 29.34, ""spring"": 98.33, ""summer"": 100.0, ""fall"": 70.15, ""day"": 90.33, ""night"": 74.09}","{""way overpriced"": 73, ""overpriced"": 393, ""ok"": 1408, ""good value"": 561, ""great value"": 70}",https://fimgs.net/mdimg/perfume/375x500.71888.jpg,39.64,200
